1, 150, 0, 42
2, 150, 0, 50
3, 115, 0, 40
4, 150, 0, 22
5, 119, 0, 34
6, 100, 0, 33
7, 105, 0, 9
8, 146, 0, 10
9, 105, 0, 46
10, 101, 0, 4
11, 114, 0, 15
12, 114, 0, 63
13, 114, 0, 26
14, 46, 0, 45
15, 146, 0, 101
16, 110, 0, 65
17, 101, 0, 101
18, 101, 0, 101
19, 0, 0, 0
20, 0, 0, 0
21, 114, 0, 114
22, 0, 0, 0
23, 0, 0, 0
24, 0, 0, 0
25, 0, 0, 0
26, 114, 0, 114
27, 0, 0, 0
28, 0, 0, 0
29, 96, 0, 96
30, 0, 0, 0
31, 96, 0, 96
32, 96, 0, 96
33, 0, 0, 0
34, 96, 0, 96
35, 0, 0, 0
36, 96, 0, 96
37, 96, 0, 96
38, 0, 0, 0
39, 96, 0, 96
40, 0, 0, 0
41, 114, 0, 114
42, 0, 0, 0
43, 0, 0, 0
44, 114, 0, 114
45, 114, 0, 114
46, 114, 0, 114
47, 0, 0, 0
48, 96, 0, 96
49, 96, 0, 96
50, 96, 0, 96
51, 0, 0, 0
52, 0, 0, 0
53, 114, 0, 114
54, 50, 0, 50
55, 0, 0, 0
56, 0, 0, 0
57, 50, 0, 50
58, 0, 0, 0
59, 50, 0, 50
60, 105, 0, 105
61, 105, 0, 105
62, 105, 0, 105
63, 50, 0, 50
64, 0, 0, 0
65, 0, 0, 0
66, 105, 0, 105
67, 50, 0, 50
68, 0, 0, 0
69, 0, 0, 0
70, 50, 0, 50
71, 50, 0, 50
72, 50, 0, 50
73, 105, 0, 105
74, 0, 0, 0
75, 0, 0, 0
76, 50, 0, 50
77, 50, 0, 50
78, 50, 0, 50
79, 50, 0, 50
80, 105, 0, 105
81, 105, 0, 105
82, 105, 0, 105
83, 0, 0, 0
84, 105, 0, 105
85, 110, 0, 110
86, 0, 0, 0
87, 0, 0, 0
88, 105, 0, 105
89, 105, 0, 105
90, 105, 0, 105
91, 105, 0, 105
92, 0, 0, 0
93, 105, 0, 105
94, 105, 0, 105
95, 0, 0, 0
96, 96, 0, 96
97, 96, 0, 96
98, 0, 0, 0
99, 0, 0, 0
100, 96, 0, 96
101, 0, 0, 0
102, 0, 0, 0
103, 96, 0, 96
104, 0, 0, 0
105, 0, 0, 0
106, 0, 0, 0
107, 96, 0, 96
108, 0, 0, 0
109, 0, 0, 0
110, 0, 0, 0
111, 0, 0, 0
112, 0, 0, 0
113, 96, 0, 96
114, 0, 0, 0
115, 96, 0, 96
116, 0, 0, 0
117, 0, 0, 0
118, 0, 0, 0
119, 0, 0, 0
120, 0, 0, 0
121, 0, 0, 0
122, 0, 0, 0
123, 0, 0, 0
124, 0, 0, 0
125, 0, 0, 0
126, 96, 0, 96
127, 96, 0, 96
128, 96, 0, 96
129, 0, 0, 0
130, 0, 0, 0
131, 0, 0, 0
132, 0, 0, 0
133, 96, 0, 96
134, 96, 0, 96
135, 96, 0, 96
136, 0, 0, 0
137, 0, 0, 0
138, 96, 0, 96
139, 0, 0, 0
140, 0, 0, 0
141, 96, 0, 96
142, 96, 0, 96
143, 96, 0, 96
144, 96, 0, 96
145, 0, 0, 0
146, 96, 0, 96
147, 96, 0, 96
148, 96, 0, 96
149, 96, 0, 96
150, 96, 0, 96
151, 0, 0, 0
152, 0, 0, 0
153, 0, 0, 0
154, 0, 0, 0
155, 0, 0, 0
156, 0, 0, 0
157, 0, 0, 0
158, 0, 0, 0
159, 0, 0, 0
160, 96, 0, 96
161, 0, 0, 0
162, 0, 0, 0
163, 0, 0, 0
164, 96, 0, 96
165, 0, 0, 0
166, 96, 0, 96
167, 96, 0, 96
168, 96, 0, 96
169, 96, 0, 96
170, 96, 0, 96
171, 96, 0, 96
172, 0, 0, 0
173, 96, 0, 96
174, 96, 0, 96
175, 96, 0, 96
176, 0, 0, 0
177, 0, 0, 0
178, 0, 0, 0
179, 96, 0, 96
180, 0, 0, 0
181, 96, 0, 96
182, 96, 0, 96
183, 0, 0, 0
184, 96, 0, 96
185, 96, 0, 96
186, 96, 0, 96
187, 96, 0, 96
188, 0, 0, 0
189, 0, 0, 0
190, 0, 0, 0
191, 0, 0, 0
192, 0, 0, 0
193, 0, 0, 0
194, 96, 0, 96
195, 96, 0, 96
196, 0, 0, 0
197, 0, 0, 0
198, 0, 0, 0
199, 0, 0, 0
200, 96, 0, 96
