1, 51, 0, 14
2, 51, 0, 13
3, 51, 0, 12
4, 51, 0, 12
5, 51, 0, 11
6, 51, 0, 11
7, 51, 0, 11
8, 51, 0, 11
9, 51, 0, 11
10, 51, 0, 11
11, 51, 0, 11
12, 51, 0, 11
13, 51, 0, 11
14, 51, 0, 11
15, 51, 0, 11
16, 51, 0, 11
17, 51, 0, 10
18, 51, 0, 11
19, 51, 0, 10
20, 51, 0, 11
21, 51, 0, 11
22, 51, 0, 11
23, 51, 0, 10
24, 51, 0, 11
25, 51, 0, 12
26, 51, 0, 11
27, 51, 0, 11
28, 51, 0, 11
29, 51, 0, 11
30, 51, 0, 11
31, 51, 0, 12
32, 51, 0, 11
33, 51, 0, 11
34, 51, 0, 11
35, 51, 0, 9
36, 51, 0, 11
37, 51, 0, 11
38, 51, 0, 10
39, 51, 0, 10
40, 51, 0, 11
41, 51, 0, 11
42, 51, 0, 10
43, 51, 0, 10
44, 51, 0, 9
45, 51, 0, 11
46, 51, 0, 11
47, 51, 0, 11
48, 51, 0, 10
49, 51, 0, 12
50, 51, 0, 8
51, 51, 0, 11
52, 51, 0, 10
53, 51, 0, 10
54, 51, 0, 12
55, 51, 0, 12
56, 51, 0, 12
57, 51, 0, 10
58, 51, 0, 12
59, 51, 0, 12
60, 51, 0, 12
61, 51, 0, 10
62, 51, 0, 12
63, 51, 0, 12
64, 51, 0, 13
65, 51, 0, 11
66, 51, 0, 12
67, 51, 0, 12
68, 51, 0, 11
69, 51, 0, 10
70, 51, 0, 11
71, 51, 0, 12
72, 51, 0, 13
73, 51, 0, 11
74, 51, 0, 11
75, 51, 0, 10
76, 51, 0, 9
77, 47, 0, 9
78, 51, 0, 8
79, 51, 0, 9
80, 51, 0, 10
81, 51, 0, 12
82, 51, 0, 11
83, 51, 0, 13
84, 51, 0, 11
85, 51, 0, 13
86, 51, 0, 10
87, 51, 0, 12
88, 51, 0, 11
89, 51, 0, 12
90, 51, 0, 10
91, 51, 0, 10
92, 51, 0, 17
93, 51, 0, 11
94, 51, 0, 10
95, 51, 0, 13
96, 51, 0, 12
97, 51, 0, 10
98, 51, 0, 11
99, 51, 0, 12
100, 51, 0, 11
101, 51, 0, 9
102, 51, 0, 11
103, 51, 0, 17
104, 51, 0, 9
105, 51, 0, 8
106, 51, 0, 15
107, 47, 0, 8
108, 51, 0, 10
109, 51, 0, 11
110, 51, 0, 12
111, 51, 0, 12
112, 51, 0, 10
113, 51, 0, 10
114, 51, 0, 12
115, 51, 0, 10
116, 51, 0, 11
117, 51, 0, 12
118, 51, 0, 9
119, 51, 0, 10
120, 51, 0, 13
121, 51, 0, 13
122, 51, 0, 10
123, 51, 0, 16
124, 51, 0, 13
125, 47, 0, 10
126, 51, 0, 12
127, 51, 0, 8
128, 51, 0, 11
129, 51, 0, 16
130, 51, 0, 13
131, 51, 0, 15
132, 51, 0, 10
133, 51, 0, 10
134, 51, 0, 12
135, 51, 0, 13
136, 47, 0, 10
137, 51, 0, 10
138, 51, 0, 11
139, 47, 0, 11
140, 51, 0, 10
141, 51, 0, 13
142, 51, 0, 12
143, 47, 0, 12
144, 51, 0, 8
145, 51, 0, 12
146, 51, 0, 14
147, 51, 0, 12
148, 51, 0, 8
149, 51, 0, 16
150, 47, 0, 13
151, 51, 0, 21
152, 51, 0, 9
153, 51, 0, 10
154, 47, 0, 11
155, 51, 0, 9
156, 51, 0, 9
157, 51, 0, 5
158, 51, 0, 14
159, 51, 0, 9
160, 51, 0, 13
161, 51, 0, 7
162, 51, 0, 11
163, 51, 0, 16
164, 51, 0, 16
165, 51, 0, 10
166, 44, 0, 12
167, 51, 0, 12
168, 51, 0, 11
169, 51, 0, 11
170, 51, 0, 14
171, 51, 0, 13
172, 47, 0, 16
173, 51, 0, 13
174, 51, 0, 12
175, 51, 0, 12
176, 51, 0, 14
177, 47, 0, 12
178, 51, 0, 10
179, 51, 0, 18
180, 51, 0, 12
181, 51, 0, 13
182, 51, 0, 10
183, 51, 0, 17
184, 51, 0, 16
185, 47, 0, 6
186, 47, 0, 6
187, 51, 0, 14
188, 51, 0, 15
189, 51, 0, 14
190, 51, 0, 19
191, 51, 0, 1
192, 51, 0, 10
193, 51, 0, 10
194, 47, 0, 8
195, 47, 0, 12
196, 47, 0, 15
197, 51, 0, 7
198, 51, 0, 15
199, 40, 0, 14
200, 47, 0, 17
