1;13472081;0;13218
2;13316750;0;-7472
3;13367055;0;-13339
4;13358548;0;4624
5;13289316;0;2366
6;13378270;0;-12927
7;13325523;0;21759
8;13273923;0;-19660
9;13326325;0;-13034
10;13359133;0;28976
11;13312539;0;-7258
12;13266969;0;14564
13;13291104;0;17076
14;13220414;0;-1937
15;13372263;0;-30580
16;13405956;0;3492
17;13402758;0;-6022
18;13229526;0;-7381
19;13300220;0;4004
20;13223497;0;13954
21;13274538;0;-19730
22;13331080;0;-27099
23;13324923;0;14747
24;13345773;0;-792
25;13249677;0;-1625
26;13301012;0;5031
27;13193847;0;-28812
28;13164153;0;-4951
29;13328883;0;1515
30;13087028;0;-19570
31;13351871;0;-7411
32;13213511;0;-20274
33;13279066;0;17478
34;13245183;0;30201
35;13087100;0;-8256
36;13234586;0;13993
37;13300994;0;18059
38;13316394;0;-19993
39;13342821;0;8626
40;13205048;0;29196
41;13105101;0;-29439
42;13166665;0;360
43;13208699;0;-14090
44;13223632;0;17431
45;13293512;0;-1715
46;13105581;0;16468
47;13264611;0;19248
48;13047158;0;-16091
49;13272672;0;12746
50;13177412;0;-1784
51;13022318;0;-22268
52;13324143;0;27204
53;12989459;0;21550
54;13043657;0;-14363
55;13322157;0;22513
56;13253815;0;-7439
57;13177249;0;-29882
58;13136847;0;-10124
59;13163522;0;-10674
60;13100062;0;-1609
61;13149832;0;43
62;13127225;0;-26846
63;13323266;0;28313
64;13248211;0;3910
65;13121210;0;-13702
66;13201483;0;14210
67;13279828;0;30577
68;13092091;0;3473
69;13312643;0;4344
70;13108547;0;-16207
71;13239673;0;-13812
72;13212884;0;9265
73;13187580;0;-1344
74;13262364;0;28697
75;13209256;0;22094
76;13164140;0;-27938
77;13176355;0;22677
78;12963280;0;12026
79;13125921;0;23706
80;13116228;0;-6464
81;13197071;0;5442
82;13122705;0;-19787
83;13071315;0;-26558
84;13251758;0;2416
85;13208890;0;15690
86;13105016;0;-30238
87;13036673;0;-8417
88;13187404;0;19998
89;13283387;0;18951
90;13041079;0;-15416
91;12991891;0;9369
92;12915469;0;-28300
93;13009988;0;-3543
94;13201155;0;11349
95;13072725;0;5310
96;13226219;0;14870
97;13196412;0;10930
98;13125866;0;25068
99;13095336;0;-3986
100;13055338;0;-14021
101;13110757;0;15059
102;13037914;0;21684
103;13293436;0;16802
104;13214989;0;-12910
105;13140839;0;-3814
106;13117751;0;-7297
107;13207735;0;-11261
108;12927132;0;-4742
109;12953071;0;13797
110;13009291;0;-1409
111;13204353;0;-6066
112;13095154;0;22449
113;13059170;0;-29576
114;13120594;0;24626
115;13217564;0;-7967
116;13200439;0;10127
117;13032081;0;19160
118;13198278;0;2139
119;12975717;0;-17884
120;13289886;0;927
121;13043805;0;-20828
122;13052310;0;13030
123;13052492;0;377
124;13131444;0;-28864
125;13016279;0;11139
126;13004501;0;10992
127;13140892;0;-25409
128;12975778;0;-31
129;13067124;0;2342
130;13426932;0;19519
131;12988370;0;-3448
132;13290118;0;18524
133;13400509;0;-18813
134;13069198;0;27275
135;13033943;0;-24512
136;13076319;0;-12349
137;13094506;0;-20204
138;13006589;0;18607
139;13191369;0;2907
140;13223979;0;-16706
141;13223047;0;29104
142;13225300;0;3003
143;13143869;0;-2241
144;13109431;0;-24420
145;13385630;0;-26812
146;12954485;0;26355
147;12956011;0;-28298
148;13345678;0;18306
149;13177189;0;-20419
150;13085291;0;-9845
151;12986211;0;15275
152;13058745;0;18348
153;13126019;0;-19493
154;13288784;0;-12288
155;13137171;0;19896
156;13058268;0;-13295
157;13086124;0;-5381
158;13226186;0;16724
159;13060060;0;-8193
160;12842425;0;21697
161;12963944;0;-14121
162;13001191;0;24318
163;13172894;0;18818
164;13115154;0;12029
165;12940700;0;-16479
166;13024048;0;-23490
167;13122439;0;-21188
168;13228973;0;10966
169;12881051;0;30498
170;13078160;0;3848
171;13073211;0;7104
172;13331080;0;24375
173;13016729;0;18017
174;13068967;0;3604
175;13171200;0;-24686
176;13193024;0;-5548
177;13197286;0;-14601
178;12953130;0;16004
179;13136672;0;1725
180;12955177;0;16065
181;12839289;0;-24469
182;12845258;0;-66
183;13148556;0;2890
184;12748393;0;-10446
185;12887742;0;18335
186;13104717;0;-29915
187;12877994;0;-3489
188;12918013;0;-856
189;13078211;0;26698
190;12962750;0;-20284
191;13028736;0;25240
192;13210927;0;8514
193;13152899;0;-14335
194;13077571;0;30038
195;12968475;0;3791
196;12607540;0;-13870
197;12865049;0;-4354
198;13049205;0;21422
199;12991515;0;495
200;12872568;0;-28061
